short_name,long_name,overall,potential,value,positions,position,nationality,age,height,weight,club,wage,release,club_position,end,jersey number,start,foot,national_position,national_number
Á. Correa,Ángel Correa,83,84,42500000,"ST,RM,CF",CF,Argentina,27,171,70,Atlético de Madrid,80000,90300000,SUB,2026,10,2014,Right,SUB,9
J. Giménez,José María Giménez,83,85,38500000,CB,CB,Uruguay,27,185,79,Atlético de Madrid,68000,81800000,SUB,2025,2,2013,Right,-,-
T. Lemar,Thomas Lemar,83,86,47000000,"CM,LM,RM",CAM,France,26,171,66,Atlético de Madrid,74000,99900000,SUB,2023,11,2018,Left,-,-
Bremer,Gleison Bremer Silva Nascimento,83,87,45500000,CB,CB,Brazil,25,188,82,Juventus,115000,80800000,CB,2027,3,2022,Right,-,-
J. Cuadrado,Juan Cuadrado,83,83,13500000,"RB,RM",RB,Colombia,34,179,72,Juventus,120000,23000000,RB,2023,11,2017,Right,-,-
P. Zieliński,Piotr Zieliński,83,83,36500000,"CAM,CM",CAM,Poland,28,180,75,Napoli,78000,62100000,CM,2024,20,2016,Right,CAM,20
Jesús Navas,Jesús Navas González,83,83,8000000,"RB,RM",RB,Spain,36,172,60,Sevilla FC,28000,16800000,RB,2024,16,2017,Right,-,-
Piqué,Gerard Piqué Bernabeu,83,83,9500000,CB,CB,Spain,35,194,85,FC Barcelona,110000,19500000,SUB,2024,3,2008,Right,-,-
K. Schmeichel,Kasper Schmeichel,83,83,4000000,GK,GK,Denmark,35,189,89,OGC Nice,31000,7600000,GK,2023,1,2022,Right,GK,1
J. Henderson,Jordan Henderson,83,83,28500000,"CM,CDM",CM,England,32,182,80,Liverpool,135000,52700000,SUB,2025,14,2011,Right,SUB,8
Fernando,Fernando Reges Mouta,83,83,12500000,"CDM,CB",CDM,Brazil,34,183,76,Sevilla FC,39000,26300000,CDM,2024,20,2019,Right,-,-
L. Hrádecký,Lukáš Hrádecký,83,83,18000000,GK,GK,Finland,32,192,85,Bayer 04 Leverkusen,55000,30600000,GK,2026,1,2018,Right,GK,1
David Silva,David Josué Jiménez Silva,83,83,12000000,"CAM,CM",CAM,Spain,36,173,67,Real Sociedad,37000,25200000,CAM,2023,21,2020,Left,-,-
O. Baumann,Oliver Baumann,83,83,18000000,GK,GK,Germany,32,187,82,TSG Hoffenheim,40000,30600000,GK,2024,1,2014,Right,-,-
A. Griezmann,Antoine Griezmann,83,83,30500000,"ST,CF,RW",CAM,France,31,176,73,Atlético de Madrid,185000,0,SUB,2023,8,2019,Left,CAM,7
Luis Alberto,Luis Alberto Romero Alconchel,83,83,35500000,CM,CM,Spain,29,183,74,Lazio,74000,60400000,CM,2025,10,2016,Right,-,-
Roberto Firmino,Roberto Firmino Barbosa de Oliveira,83,83,35500000,CF,CF,Brazil,30,181,76,Liverpool,150000,65700000,SUB,2023,9,2015,Right,-,-
J. Stones,John Stones,83,84,34500000,CB,CB,England,28,188,76,Manchester City,150000,66400000,SUB,2026,5,2016,Right,CB,5
H. Ziyech,Hakim Ziyech,83,83,35500000,"RW,CAM",RW,Morocco,29,181,65,Chelsea,155000,65700000,SUB,2025,22,2020,Left,RW,11
Koke,Jorge Resurrección,83,83,34500000,"CM,CDM",CM,Spain,30,176,75,Atlético de Madrid,74000,70700000,CM,2024,6,2011,Right,CM,8
Ricardo Pereira,Ricardo Barbosa Pereira,83,83,33000000,"RB,RWB",RB,Portugal,28,175,70,Leicester City,105000,62700000,SUB,2026,21,2018,Right,-,-
J. Maddison,James Maddison,82,84,38000000,"CAM,RM",CAM,England,25,175,73,Leicester City,100000,75100000,RM,2024,10,2018,Right,-,-
G. Rulli,Gerónimo Rulli,82,82,20500000,GK,GK,Argentina,30,189,84,Villarreal CF,34000,43100000,GK,2024,13,2020,Right,-,-
A. Kramarić,Andrej Kramarić,82,82,25500000,"CF,CAM",CF,Croatia,31,177,73,TSG Hoffenheim,54000,43400000,ST,2025,27,2015,Right,ST,9
Rafa,Rafael A. Ferreira Silva,82,82,30000000,"RW,RM,CF",RW,Portugal,29,172,66,SL Benfica,24000,60000000,CF,2024,27,2016,Right,-,-
G. Di Lorenzo,Giovanni Di Lorenzo,82,82,27500000,RB,RB,Italy,28,183,83,Napoli,66000,46800000,RB,2026,22,2019,Right,RB,2
David Soria,David Soria Solís,82,82,21000000,GK,GK,Spain,29,192,85,Getafe CF,32000,44100000,GK,2023,13,2018,Right,-,-
M. Locatelli,Manuel Locatelli,82,86,40000000,"CDM,CM",CM,Italy,24,185,75,Juventus,37000,0,CM,2023,27,2019,Right,SUB,5
R. Gosens,Robin Gosens,82,82,29500000,"LWB,LM",LWB,Germany,27,183,76,Inter,59000,0,LM,2023,8,2017,Left,SUB,16
Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,82,85,41000000,"ST,LM,CF",ST,Portugal,25,179,68,Wolverhampton Wanderers,105000,81000000,LW,2024,17,2022,Right,SUB,17
J. Tah,Jonathan Tah,82,84,33500000,CB,CB,Germany,26,195,94,Bayer 04 Leverkusen,62000,59500000,CB,2025,4,2015,Right,-,-
A. Christensen,Andreas Christensen,82,86,37500000,CB,CB,Denmark,26,188,81,FC Barcelona,145000,79700000,SUB,2026,15,2022,Right,CB,6
E. Can,Emre Can,82,82,30500000,"CM,CB,CDM",CB,Germany,28,186,86,Borussia Dortmund,63000,51900000,SUB,2024,23,2020,Right,-,-
Anderson Talisca,Anderson Souza Conceição,82,82,31000000,"CF,ST,CAM",CF,Brazil,28,190,80,Al Nassr,64000,52700000,CF,2024,94,2021,Left,-,-
J. Brandt,Julian Brandt,82,85,40000000,"CAM,CM,RM",CAM,Germany,26,185,83,Borussia Dortmund,60000,71000000,SUB,2024,19,2019,Right,SUB,20
T. Werner,Timo Werner,82,84,38000000,"ST,LW",ST,Germany,26,180,76,RB Leipzig,73000,67500000,ST,2026,11,2022,Right,ST,9
Gayà,José Luís Gayà Peña,82,83,32000000,"LB,LM",LB,Spain,27,172,66,Valencia CF,44000,69600000,LB,2023,14,2012,Left,SUB,14
Otávio,Otávio Edmilson da Silva Monteiro,82,82,32500000,"RM,LM",RM,Portugal,27,171,67,FC Porto,21000,65000000,RM,2025,25,2014,Right,RW,16
Grimaldo,Alejandro Grimaldo García,82,83,33000000,"LB,LWB,LM",LB,Spain,26,172,67,SL Benfica,19000,68500000,LB,2023,3,2016,Left,-,-
R. Guerreiro,Raphaël Guerreiro,82,82,27500000,"LB,LM",CAM,Portugal,28,170,71,Borussia Dortmund,57000,46800000,LB,2023,13,2016,Left,LB,5
A. Onana,André Onana,82,85,30500000,GK,GK,Cameroon,26,190,93,Inter,59000,52600000,SUB,2027,24,2022,Right,-,-
M. Ginter,Matthias Ginter,82,83,29000000,CB,CB,Germany,28,191,86,Sport-Club Freiburg,40000,51500000,CB,2026,28,2022,Right,-,-
S. Haller,Sébastien Haller,82,82,31000000,ST,ST,Côte d'Ivoire,28,190,82,Borussia Dortmund,68000,52700000,RES,2026,9,2022,Right,-,-
Aritz Elustondo,Aritz Elustondo,82,83,29000000,"CB,RB",CB,Spain,28,180,71,Real Sociedad,43000,63100000,SUB,2024,6,2014,Right,-,-
T. Abraham,Tammy Abraham,82,85,42000000,ST,ST,England,24,195,86,Roma,77000,74600000,ST,2026,9,2021,Right,SUB,23
I. Bennacer,Ismaël Bennacer,82,86,40000000,"CDM,CM",CM,Algeria,24,175,70,AC Milan,63000,71000000,CM,2024,4,2019,Left,-,-
Álex Remiro,Alejandro Remiro Gargallo,82,84,28000000,GK,GK,Spain,27,192,79,Real Sociedad,34000,60900000,GK,2027,1,2019,Right,-,-
D. Rojas,Dani Rojas,82,83,36500000,ST,ST,Mexico,26,183,75,AFC Richmond,74000,72100000,ST,2024,14,2019,Right,-,-
F. Wirtz,Florian Wirtz,82,91,66000000,"CAM,CM",CAM,Germany,19,176,72,Bayer 04 Leverkusen,38000,125400000,RES,2027,27,2020,Right,-,-
Antony,Antony Matheus dos Santos,82,88,49000000,"RW,RM",LM,Brazil,22,174,63,Manchester United,130000,102900000,RM,2027,21,2022,Left,-,-
D. Núñez,Darwin Núñez,82,89,61500000,"ST,LW",ST,Uruguay,23,186,80,Liverpool,120000,126100000,ST,2028,27,2022,Right,-,-
N. Schlotterbeck,Nico Schlotterbeck,82,88,44500000,CB,CB,Germany,22,191,86,Borussia Dortmund,47000,84600000,CB,2027,4,2022,Left,SUB,5
B. Saka,Bukayo Saka,82,89,60500000,"RM,LM",LM,England,20,178,65,Arsenal,76000,127100000,RM,2024,7,2018,Left,SUB,11
Dani Olmo,Daniel Olmo Carvajal,82,87,46000000,"CAM,CF",CAM,Spain,24,179,72,RB Leipzig,59000,81700000,SUB,2024,7,2020,Right,SUB,19
A. Tchouaméni,Aurélien Tchouaméni,82,89,61500000,"CM,CDM",CDM,France,22,187,81,Real Madrid CF,145000,138400000,CDM,2028,18,2022,Right,SUB,8
Ferran Torres,Ferran Torres García,82,88,49000000,"LW,ST",LW,Spain,22,184,77,FC Barcelona,150000,110300000,SUB,2027,11,2022,Right,RW,11
N. Mazraoui,Noussair Mazraoui,82,86,40500000,RB,RM,Morocco,24,183,65,FC Bayern München,59000,69900000,SUB,2026,40,2022,Right,SUB,14
A. Danjuma,Arnaut Danjuma,82,83,36500000,"LM,ST",LM,Netherlands,25,178,74,Villarreal CF,43000,79400000,SUB,2026,9,2021,Right,-,-
A. Ramsdale,Aaron Ramsdale,82,86,34500000,GK,GK,England,24,191,77,Arsenal,62000,68100000,GK,2025,32,2021,Right,SUB,22
Lucas Paquetá,Lucas Tolentino Coelho de Lima,82,87,46000000,"CAM,CM,CF",CAM,Brazil,24,180,72,West Ham United,77000,90900000,SUB,2027,11,2022,Left,-,-
D. Dumfries,Denzel Dumfries,82,84,34500000,"RWB,RM",RWB,Netherlands,26,188,80,Inter,73000,59500000,RM,2025,2,2021,Right,RWB,22
R. Malinovskyi,Ruslan Malinovskyi,82,82,30500000,"CF,CAM",CF,Ukraine,29,181,79,Atalanta,73000,51900000,ST,2023,18,2019,Left,CM,8
R. Jiménez,Raúl Jiménez,82,82,25500000,ST,ST,Mexico,31,188,81,Wolverhampton Wanderers,110000,48500000,ST,2024,9,2019,Right,ST,9
Josué Chiamulera,Josué Durval Chiamulera Vaz,82,82,25000000,CB,CB,Brazil,30,185,80,Club Athletico Paranaense,23000,47500000,CB,2025,6,2022,Right,CB,3
Lucas Mantela,Lucas Luciano Mantela Patrício,82,82,27000000,GK,GK,Brazil,22,183,77,Palmeiras,33000,48600000,GK,2025,1,2022,Right,GK,1
B. Chilwell,Ben Chilwell,82,85,37000000,"LWB,LB",LWB,England,25,180,77,Chelsea,110000,71200000,SUB,2025,21,2020,Left,LB,21
André Silva,André Miguel Valente da Silva,82,84,38000000,ST,ST,Portugal,26,185,84,RB Leipzig,73000,67500000,SUB,2026,19,2021,Right,SUB,9
C. Pulisic,Christian Pulisic,82,88,48000000,"LW,RW,LM",RM,United States,23,177,69,Chelsea,120000,98400000,SUB,2024,10,2019,Right,LW,10
J. Pickford,Jordan Pickford,82,84,26000000,GK,GK,England,28,185,77,Everton,45000,51400000,GK,2024,1,2017,Left,GK,1
Sergi Darder,Sergi Darder Moll,82,82,30500000,"CM,CDM,CAM",CM,Spain,28,180,71,RCD Espanyol de Barcelona,30000,64099999,CM,2026,10,2018,Right,-,-
W. Orban,Willi Orban,82,82,25500000,CB,CB,Hungary,29,186,87,RB Leipzig,65000,43400000,CB,2025,4,2015,Right,CB,6
I. Gueye,Idrissa Gueye,82,82,20500000,"CDM,CM",CDM,Senegal,32,174,66,Everton,53000,39000000,SUB,2024,27,2022,Right,-,-
Z. Ibrahimović,Zlatan Ibrahimović,82,82,0,ST,ST,Sweden,40,195,102,AC Milan,63000,0,SUB,2023,11,2020,Right,SUB,11
Iñigo Martínez,Iñigo Martínez Berridi,82,82,21000000,CB,CB,Spain,31,182,77,Athletic Club de Bilbao,35000,44100000,SUB,2023,4,2018,Left,-,-
Ł. Fabiański,Łukasz Fabiański,82,82,3400000,GK,GK,Poland,37,190,83,West Ham United,43000,6500000,GK,2023,1,2018,Right,-,-
I. Rakitić,Ivan Rakitić,82,82,14000000,CM,CM,Croatia,34,184,78,Sevilla FC,39000,29400000,CM,2024,10,2020,Right,-,-
D. Payet,Dimitri Payet,82,82,12500000,"CAM,LW,ST",CAM,France,35,175,77,Olympique de Marseille,40000,23800000,LF,2024,10,2017,Right,-,-
Rui Patrício,Rui Pedro dos Santos Patrício,82,82,5000000,GK,GK,Portugal,34,190,84,Roma,59000,8500000,GK,2024,1,2021,Left,GK,1
O. Giroud,Olivier Giroud,82,82,13000000,ST,ST,France,35,192,93,AC Milan,66000,22100000,ST,2023,9,2021,Left,-,-
S. Kjær,Simon Kjær,82,82,14500000,CB,CB,Denmark,33,190,86,AC Milan,73000,24700000,SUB,2024,24,2020,Right,CB,4
Yuri Berchiche,Yuri Berchiche Izeta,82,82,21000000,LB,LB,Spain,32,181,80,Athletic Club de Bilbao,35000,44100000,SUB,2024,17,2018,Left,-,-
T. Alderweireld,Toby Alderweireld,82,82,14500000,CB,CB,Belgium,33,186,81,Royal Antwerp FC,30000,21800000,CB,2025,23,2022,Right,CB,2
M. Arnautović,Marko Arnautović,82,82,19500000,ST,ST,Austria,33,192,83,Bologna,51000,33200000,ST,2024,9,2021,Right,ST,7
Azpilicueta,César Azpilicueta Tanco,82,82,20000000,"CB,RWB,RB",CB,Spain,32,178,77,Chelsea,115000,37000000,CB,2023,28,2012,Right,SUB,2
Coutinho,Philippe Coutinho Correia,82,82,29500000,"CAM,LW,CM",CAM,Brazil,30,172,68,Aston Villa,100000,56100000,LW,2026,23,2022,Right,-,-
C. Eriksen,Christian Eriksen,82,82,29000000,"CM,CAM,CDM",CM,Denmark,30,181,76,Manchester United,135000,55100000,CDM,2025,14,2022,Right,LW,10
Raúl Albiol,Raúl Albiol Tortajada,82,82,5500000,CB,CB,Spain,36,190,82,Villarreal CF,30000,11600000,CB,2023,3,2019,Right,-,-
S. Coates,Sebastián Coates,82,82,21000000,CB,CB,Uruguay,31,196,94,Sporting CP,19000,42000000,CB,2024,4,2017,Right,-,-
L. Digne,Lucas Digne,82,82,27500000,LB,LB,France,28,178,74,Aston Villa,100000,52300000,LB,2026,27,2022,Left,LM,18
Isco,Francisco Román Alarcón Suárez,82,82,29500000,"CAM,LW,CM",CAM,Spain,30,176,79,Sevilla FC,39000,62000000,SUB,2024,22,2022,Right,-,-
G. Kondogbia,Geoffrey Kondogbia,82,82,29500000,"CM,CDM,CB",CDM,Central African Republic,29,188,76,Atlético de Madrid,71000,60500000,CDM,2024,4,2020,Left,-,-
Gabriel Paulista,Gabriel Armando de Abreu,82,82,21000000,CB,CB,Brazil,31,185,72,Valencia CF,44000,44100000,CB,2024,5,2017,Right,-,-
Nacho Fernández,José Ignacio Fernández Iglesias,82,82,20000000,"CB,LB",CB,Spain,32,180,76,Real Madrid CF,155000,41000000,SUB,2023,6,2010,Right,-,-
K. Volland,Kevin Volland,82,82,30500000,"ST,CF,CAM",ST,Germany,29,179,85,AS Monaco,76000,58000000,SUB,2024,31,2020,Left,-,-
L. Spinazzola,Leonardo Spinazzola,82,82,27000000,"LWB,LM",LWB,Italy,29,186,75,Roma,77000,45900000,LM,2024,37,2019,Right,LB,3
S. Berghuis,Steven Berghuis,82,82,29500000,"CAM,RW",CAM,Netherlands,30,182,75,Ajax,25000,41300000,CM,2025,23,2021,Left,CM,11
A. Lopes,Anthony Lopes,82,82,16000000,GK,GK,Portugal,31,184,81,Olympique Lyonnais,60000,30400000,GK,2025,1,2011,Left,SUB,12
L. Muriel,Luis Muriel,82,82,25500000,ST,ST,Colombia,31,179,79,Atalanta,70000,43400000,ST,2023,9,2019,Right,-,-
W. Zaha,Wilfried Zaha,82,82,30000000,"LW,CF",LW,Côte d'Ivoire,29,180,66,Crystal Palace,85000,57000000,LW,2023,11,2015,Right,-,-
F. Acerbi,Francesco Acerbi,82,82,10000000,CB,CB,Italy,34,192,88,Inter,59000,0,SUB,2023,15,2018,Left,SUB,15
E. Ndicka,Evan Ndicka,81,85,34000000,CB,CB,France,22,192,82,Eintracht Frankfurt,30000,60400000,CB,2023,2,2018,Left,-,-
T. Souček,Tomáš Souček,81,83,28000000,"CDM,CM",CB,Czech Republic,27,192,86,West Ham United,75000,55300000,CDM,2024,28,2020,Right,CM,22
A. Barák,Antonín Barák,81,82,30000000,"CF,CM",CAM,Czech Republic,27,190,86,Fiorentina,41000,0,CM,2023,72,2021,Left,RF,7
M. Terrier,Martin Terrier,81,84,34000000,"LW,ST",ST,France,25,184,78,Stade Rennais FC,61000,67200000,LW,2025,7,2020,Right,-,-
D. Raum,David Raum,81,85,34500000,"LWB,LM,LB",LWB,Germany,24,180,75,RB Leipzig,49000,61200000,LB,2027,22,2022,Left,LB,17
Y. Bissouma,Yves Bissouma,81,86,34500000,"CDM,CM",CDM,Mali,25,182,80,Tottenham Hotspur,88000,68100000,SUB,2026,38,2022,Right,-,-
A. Areola,Alphonse Areola,81,82,20000000,GK,GK,France,29,195,94,West Ham United,64000,39500000,SUB,2027,13,2022,Right,SUB,23
I. Sangaré,Ibrahim Sangaré,81,86,35500000,"CDM,CM",CDM,Côte d'Ivoire,24,191,77,PSV,20000,52400000,CDM,2027,6,2020,Right,-,-
J. Corona,Jesús Corona,81,81,25500000,"RW,LW",RW,Mexico,29,173,66,Sevilla FC,40000,53600000,SUB,2025,9,2022,Right,RW,17
T. Delaney,Thomas Delaney,81,81,21500000,"CDM,CM",CDM,Denmark,30,182,79,Sevilla FC,33000,45200000,SUB,2025,18,2021,Left,CM,8
A. Lacazette,Alexandre Lacazette,81,81,22000000,ST,ST,France,31,175,73,Olympique Lyonnais,81000,41800000,ST,2025,91,2022,Right,-,-
N. Zaniolo,Nicolò Zaniolo,81,88,53000000,"CF,RW,RM",CAM,Italy,22,190,75,Roma,71000,100700000,LF,2024,22,2018,Left,-,-
Neto,Norberto Murara Neto,81,81,13000000,GK,GK,Brazil,32,190,84,AFC Bournemouth,47000,26000000,GK,2023,13,2022,Right,-,-
I. Konaté,Ibrahima Konaté,81,88,48000000,CB,CB,France,23,194,95,Liverpool,90000,98400000,SUB,2026,5,2021,Right,-,-
Pedro Porro,Pedro Antonio Porro Sauceda,81,87,38500000,"RWB,RM",RWB,Spain,22,173,69,Sporting CP,15000,84700000,RWB,2025,24,2022,Right,-,-
Cucurella,Marc Cucurella Saseta,81,85,34500000,"LB,CB,LM",LWB,Spain,23,172,66,Chelsea,90000,66400000,LWB,2028,32,2022,Left,-,-
L. Martínez,Lisandro Martínez,81,86,35000000,"CB,LB,CDM",CDM,Argentina,24,178,77,Manchester United,95000,69100000,CB,2027,6,2022,Left,SUB,16
Matheus Cunha,Matheus Santos Carneiro Da Cunha,81,86,39500000,"ST,CAM,LM",CAM,Brazil,23,184,75,Atlético de Madrid,60000,83900000,SUB,2026,9,2021,Right,-,-
Pedro Gonçalves,Pedro António Pereira Gonçalves,81,86,39000000,"RW,LW,CF",CAM,Portugal,24,173,77,Sporting CP,19000,80900000,LW,2026,28,2020,Right,-,-
M. Taremi,Mehdi Taremi,81,81,25500000,"ST,CF",ST,Iran,29,186,83,FC Porto,22000,51000000,ST,2024,9,2020,Right,-,-
Rodrygo,Rodrygo Silva de Goes,81,88,52500000,"RW,LW",RM,Brazil,21,174,64,Real Madrid CF,130000,118100000,RW,2028,21,2019,Right,-,-
E. Tapsoba,Edmond Tapsoba,81,86,35000000,CB,CB,Burkina Faso,23,192,84,Bayer 04 Leverkusen,49000,62100000,CB,2026,12,2020,Right,-,-
D. Kulusevski,Dejan Kulusevski,81,87,41500000,"RW,CF",CAM,Sweden,22,186,75,Tottenham Hotspur,105000,0,RW,2023,21,2020,Left,RW,21
Bruno Guimarães,Bruno Guimarães Moura,81,86,38500000,"CM,CDM",CM,Brazil,24,182,74,Newcastle United,88000,76000000,CM,2026,39,2022,Right,-,-
J. Gvardiol,Joško Gvardiol,81,89,53000000,"CB,LB",CB,Croatia,20,185,80,RB Leipzig,41000,100700000,CB,2027,32,2021,Left,CB,20
J. Musiala,Jamal Musiala,81,90,55500000,"CM,LM,CAM",CAM,Germany,19,183,70,FC Bayern München,39000,102700000,SUB,2026,42,2020,Right,SUB,14
S. Obisanya,Sam Obisanya,81,88,52500000,"RM,RB",RM,Nigeria,22,185,77,AFC Richmond,55000,110300000,RM,2026,24,2019,Right,-,-
Pablo Sarabia,Pablo Sarabia García,81,81,25000000,"RW,CAM,LW",RW,Spain,30,174,70,Paris Saint-Germain,95000,46300000,SUB,2024,19,2019,Left,SUB,22
Marc Bartra,Marc Bartra Aregall,81,81,17500000,CB,CB,Spain,31,184,73,Trabzonspor,44000,33299999,CB,2025,3,2022,Right,-,-
Felipe,Felipe Augusto de Almeida Monteiro,81,81,12500000,CB,CB,Brazil,33,190,84,Atlético de Madrid,57000,25600000,SUB,2023,18,2019,Right,-,-
H. Maguire,Harry Maguire,81,82,24000000,CB,CB,England,29,194,100,Manchester United,120000,47400000,SUB,2024,5,2019,Right,CB,6
Heberto Gaúcho,Juan Heberto Mestres de Mesquita,81,81,24500000,"CB,CDM",CB,Brazil,26,181,82,Clube Atlético Mineiro,43000,44100000,CB,2025,19,2022,Right,CB,4
Oswaldinato,Marvin Oswaldo Rangel Azevedo,81,81,25500000,ST,ST,Brazil,30,184,79,Flamengo,54000,45900000,ST,2025,9,2022,Right,ST,11
Nailton Padrenda,Nailton Padrenda Mendes,81,81,28000000,"CAM,CF,ST",CAM,Brazil,26,180,75,Clube Atlético Mineiro,47000,50400000,CAM,2025,11,2022,Right,SUB,17
Welington Dano,Welington Kauê Dano Nascimento,81,81,27500000,"LB,LM",LB,Brazil,22,178,69,Clube Atlético Mineiro,37000,49500000,LB,2025,21,2022,Left,LM,10
Adriano Bisesi,Louri Adriano Bisesi Barbosa,81,81,25500000,"ST,CF",ST,Brazil,30,188,83,RB Bragantino,27000,48500000,ST,2025,21,2022,Right,ST,9
Rosival Dourado,Rosival Jailson Dourado Santos,81,81,27000000,"CDM,CM,CAM",CDM,Brazil,22,175,70,Sport Club Corinthians Paulista,31000,51300000,CDM,2025,5,2022,Right,CDM,6
Adryan Zonta,Adryan Juliano Zonta Torres,81,81,22000000,"LWB,LB",LWB,Brazil,30,172,68,RB Bragantino,23000,41800000,LB,2025,10,2022,Left,LB,5
G. Mancini,Gianluca Mancini,81,83,28000000,CB,CB,Italy,26,190,77,Roma,68000,49700000,CB,2027,23,2020,Right,-,-
G. Rodríguez,Guido Rodríguez,81,82,26500000,CDM,CDM,Argentina,27,185,80,Real Betis Balompié,30000,57600000,CDM,2024,5,2020,Right,SUB,18
D. Upamecano,Dayot Upamecano,81,87,37000000,CB,CB,France,23,186,90,FC Bayern München,54000,68500000,CB,2026,2,2021,Right,-,-
Palhinha,João Maria Palhinha Gonçalves,81,83,28500000,"CDM,CM",CB,Portugal,26,190,85,Fulham,66000,56300000,CDM,2027,26,2022,Right,SUB,6
D. Zakaria,Denis Zakaria,81,86,34500000,"CDM,CM",CDM,Switzerland,25,191,81,Chelsea,95000,0,SUB,2023,20,2022,Right,-,-
M. Akanji,Manuel Akanji,81,82,26500000,CB,CB,Switzerland,26,187,91,Manchester City,120000,51000000,SUB,2023,25,2022,Right,-,-
A. Zambo Anguissa,André-Franck Zambo Anguissa,81,83,28500000,"CDM,CM",CDM,Cameroon,26,184,78,Napoli,58000,50600000,CM,2026,99,2022,Right,-,-
K. Tierney,Kieran Tierney,81,85,33000000,LB,LWB,Scotland,25,178,70,Arsenal,82000,65200000,SUB,2024,3,2019,Left,CB,6
M. Rashford,Marcus Rashford,81,85,37000000,"LW,ST",ST,England,24,186,70,Manchester United,120000,73100000,ST,2023,10,2014,Right,-,-
Richarlison,Richarlison de Andrade,81,84,34500000,"ST,LW",ST,Brazil,25,181,71,Tottenham Hotspur,105000,68100000,SUB,2027,9,2022,Right,-,-
Gabriel,Gabriel dos S. Magalhães,81,87,37000000,CB,CB,Brazil,24,190,87,Arsenal,74000,77700000,CB,2025,6,2020,Left,-,-
H. Mkhitaryan,Henrikh Mkhitaryan,81,81,16000000,"CAM,CM",CAM,Armenia,33,177,75,Inter,74000,26400000,SUB,2024,22,2022,Right,-,-
N. Otamendi,Nicolás Otamendi,81,81,8500000,CB,CB,Argentina,34,182,78,SL Benfica,18000,17000000,CB,2023,30,2020,Right,CB,19
M. Götze,Mario Götze,81,81,25000000,"CAM,ST,CM",CAM,Germany,30,176,72,Eintracht Frankfurt,38000,42500000,CAM,2025,27,2022,Right,-,-
C. Smalling,Chris Smalling,81,81,16500000,CB,CB,England,32,194,81,Roma,68000,28100000,CB,2023,6,2020,Right,-,-
N. Pope,Nick Pope,81,81,17000000,GK,GK,England,30,199,76,Newcastle United,75000,32299999,GK,2026,22,2022,Right,SUB,13
Rafael Tolói,Rafael Tolói,81,81,17500000,CB,CB,Italy,31,185,75,Atalanta,55000,29800000,CB,2024,2,2015,Right,-,-
E. Cavani,Edinson Cavani,81,81,11000000,ST,ST,Uruguay,35,185,77,Valencia CF,37000,23100000,ST,2024,7,2022,Right,-,-
É. Banega,Éver Banega,81,81,12000000,"CM,CDM,CAM",CM,Argentina,34,176,78,Al Shabab,47000,20400000,CM,2023,10,2020,Right,-,-
Adán,Antonio Adán Garrido,81,81,2900000,GK,GK,Spain,35,190,94,Sporting CP,9000,5800000,GK,2024,1,2020,Left,-,-
G. Bale,Gareth Bale,81,81,20500000,"RW,RM",ST,Wales,32,185,82,Los Angeles FC,14000,30800000,LW,2023,11,2022,Left,ST,11
J. Vertonghen,Jan Vertonghen,81,81,7000000,CB,CB,Belgium,35,191,89,RSC Anderlecht,21000,10500000,SUB,2024,14,2022,Left,CB,5
C. Vela,Carlos Vela,81,81,16000000,"RW,LW,CAM",RW,Mexico,33,177,77,Los Angeles FC,14000,24000000,RW,2023,10,2018,Left,-,-
João Moutinho,João Filipe Moutinho,81,81,10500000,CM,CM,Portugal,35,170,61,Wolverhampton Wanderers,70000,20000000,CM,2023,28,2018,Right,SUB,8
Pepe,Képler Laveran Lima Ferreira,81,81,4600000,CB,CB,Portugal,39,187,79,FC Porto,12000,9200000,CB,2023,3,2019,Right,CB,3
G. Lo Celso,Giovani Lo Celso,81,83,31500000,"CM,ST,LM",CAM,Argentina,26,177,68,Villarreal CF,100000,0,LM,2023,17,2020,Left,CM,20
Oscar,Oscar dos Santos Emboaba,81,81,25000000,"CAM,CM,LW",CAM,Brazil,30,179,70,Shanghai Port FC,28000,38800000,RES,2024,8,2017,Right,-,-
J. Gomez,Joe Gomez,81,86,34000000,"CB,RB",CB,England,25,188,77,Liverpool,100000,65500000,SUB,2027,2,2015,Right,-,-
José Sá,José Pedro Malheiro de Sá,81,82,20000000,GK,GK,Portugal,29,192,84,Wolverhampton Wanderers,74000,39500000,GK,2026,1,2021,Right,-,-
Borja Iglesias,Borja Iglesias Quintás,81,81,25500000,ST,ST,Spain,29,187,86,Real Betis Balompié,36000,53600000,ST,2026,9,2019,Right,-,-
J. Ward-Prowse,James Ward-Prowse,81,82,29500000,CM,CM,England,27,173,66,Southampton,69000,58300000,CDM,2026,8,2011,Right,-,-
L. Ocampos,Lucas Ocampos,81,81,27500000,"RW,LW",RW,Argentina,27,188,84,Ajax,39000,0,SUB,2023,11,2019,Right,-,-
E. Višća,Edin Višća,81,81,20500000,"RM,RW",RM,Bosnia and Herzegovina,32,172,63,Trabzonspor,48000,39000000,RES,2025,7,2022,Right,-,-
T. Savanier,Téji Savanier,81,81,25000000,"CAM,CM",CAM,France,30,172,69,Montpellier Hérault SC,33000,47500000,CAM,2026,11,2019,Right,-,-
